0.001 0.1940606 0.00074 0.195206  0.00031
0.002 0.209619  0.00056 0.2157888 0.00067
0.003 0.2284568 0.00100
0.004 0.2474442 0.00088
0.005 0.3148655 0.00247
0.006 0.3276068 0.00152
0.007 0.3511964 0.00212
0.008 0.3728644 0.00246
